Set Name,Cycle,Time(ms),Force(uN),Tip Displacement(um),Base Displacement(um),Current Size (um),Temperature (°C)
noise,1-Compress,0,9.11398,-0.22992,0,64.6299,36.9
noise,1-Hold,200,9.11398,-0.22992,0,64.6299,36.9
noise,1-Hold,400,9.11398,-0.22992,0,64.6299,36.9
noise,1-Hold,600,9.11398,-0.22992,0,64.6299,36.9
noise,1-Hold,800,9.11398,-0.22992,0,64.6299,36.9
noise,1-Hold,1000,-9.11398,0.22992,0,64.1701,36.9
noise,1-Hold,1200,9.11398,-0.22992,0,64.6299,36.9
noise,1-Hold,1400,9.11398,-0.22992,0,64.6299,36.9
noise,1-Hold,1600,-5.15001,0.22992,0.1,64.1701,36.9
noise,1-Hold,1800,-9.11398,0.22992,0,64.1701,36.9
noise,1-Hold,2000,9.11398,-0.22992,0,64.6299,36.9
noise,1-Hold,2200,-9.11398,0.22992,0,64.1701,36.9
noise,1-Hold,2400,6.07599,-0.15328,0,64.5533,36.9
noise,1-Hold,2600,9.11398,-0.22992,0,64.6299,36.9
noise,1-Hold,2800,9.11398,-0.22992,0,64.6299,36.9
noise,1-Hold,3000,-5.15001,0.22992,0.1,64.1701,36.9
noise,1-Hold,3200,-9.11398,0.22992,0,64.1701,36.9
noise,1-Hold,3400,9.11398,-0.22992,0,64.6299,36.9
noise,1-Hold,3600,-9.11398,0.22992,0,64.1701,36.9
noise,1-Hold,3800,9.11398,-0.22992,0,64.6299,36.9
noise,1-Hold,4000,9.11398,-0.22992,0,64.6299,36.9
noise,1-Hold,4200,9.11398,-0.22992,0,64.6299,36.9
noise,1-Hold,4400,9.11398,-0.22992,0,64.6299,36.9
noise,1-Hold,4600,-9.11398,0.22992,0,64.1701,36.9
noise,1-Hold,4800,-9.11398,0.22992,0,64.1701,36.9
noise,1-Hold,5000,-9.11398,0.22992,0,64.1701,36.9
noise,1-Hold,5200,-9.11398,0.22992,0,64.1701,36.9
noise,1-Hold,5400,9.11398,-0.22992,0,64.6299,36.9
noise,1-Hold,5600,-9.11398,0.22992,0,64.1701,36.9
noise,1-Hold,5800,-12.152,0.30656,0,64.0934,36.9
noise,1-Hold,6000,-9.11398,0.22992,0,64.1701,36.9
noise,1-Hold,6200,-9.11398,0.22992,0,64.1701,36.9
noise,1-Hold,6400,-12.152,0.30656,0,64.0934,36.9
noise,1-Hold,6600,-12.152,0.30656,0,64.0934,36.9
noise,1-Hold,6800,-12.152,0.30656,0,64.0934,36.9
noise,1-Hold,7000,-9.11398,0.22992,0,64.1701,36.9
noise,1-Hold,7200,9.11398,-0.22992,0,64.6299,36.9
noise,1-Hold,7400,-9.11398,0.22992,0,64.1701,36.9
noise,1-Hold,7600,-9.11398,0.22992,0,64.1701,36.9
noise,1-Hold,7800,-9.11398,0.22992,0,64.1701,36.9
noise,1-Hold,8000,9.11398,-0.22992,0,64.6299,36.9
noise,1-Hold,8200,9.11398,-0.22992,0,64.6299,36.9
noise,1-Hold,8400,9.11398,-0.22992,0,64.6299,36.9
noise,1-Hold,8600,-9.11398,0.22992,0,64.1701,36.9
noise,1-Hold,8800,-9.11398,0.22992,0,64.1701,36.9
noise,1-Hold,9000,9.11398,-0.22992,0,64.6299,36.9
noise,1-Hold,9200,-9.11398,0.22992,0,64.1701,36.9
noise,1-Hold,9400,-9.11398,0.22992,0,64.1701,36.9
noise,1-Hold,9600,-9.11398,0.22992,0,64.1701,36.9
noise,1-Hold,9800,-9.11398,0.22992,0,64.1701,36.9
noise,1-Hold,10000,-5.15001,0.22992,0.1,64.1701,36.9
noise,1-Hold,10200,9.11398,-0.22992,0,64.6299,36.9
noise,1-Hold,10400,9.11398,-0.22992,0,64.6299,36.9
noise,1-Hold,10600,-9.11398,0.22992,0,64.1701,36.9
noise,1-Hold,10800,-9.11398,0.22992,0,64.1701,36.9
noise,1-Hold,11000,-9.11398,0.22992,0,64.1701,36.9
noise,1-Hold,11200,13.078,-0.22992,0.1,64.6299,36.9
noise,1-Hold,11400,13.078,-0.22992,0.1,64.6299,36.9
noise,1-Hold,11600,9.11398,-0.22992,0,64.6299,36.9
noise,1-Hold,11800,9.11398,-0.22992,0,64.6299,36.9
noise,1-Hold,12000,9.11398,-0.22992,0,64.6299,36.9
noise,1-Hold,12200,9.11398,-0.22992,0,64.6299,36.9
noise,1-Hold,12400,9.11398,-0.22992,0,64.6299,36.9
noise,1-Hold,12600,9.11398,-0.22992,0,64.6299,36.9
noise,1-Hold,12800,9.11398,-0.22992,0,64.6299,36.9
noise,1-Hold,13000,-9.11398,0.22992,0,64.1701,36.9
noise,1-Hold,13200,9.11398,-0.22992,0,64.6299,36.9
noise,1-Hold,13400,12.152,-0.30656,0,64.7066,36.9
noise,1-Hold,13600,9.11398,-0.22992,0,64.6299,36.9
noise,1-Hold,13800,9.11398,-0.22992,0,64.6299,36.9
noise,1-Hold,14000,-9.11398,0.22992,0,64.1701,36.9
noise,1-Hold,14200,9.11398,-0.22992,0,64.6299,36.9
noise,1-Hold,14400,-9.11398,0.22992,0,64.1701,36.9
noise,1-Hold,14600,9.11398,-0.22992,0,64.6299,36.9
noise,1-Hold,14800,9.11398,-0.22992,0,64.6299,36.9
noise,1-Hold,15000,-9.11398,0.22992,0,64.1701,36.9
noise,1-Hold,15200,12.152,-0.30656,0,64.7066,36.9
noise,1-Hold,15400,-9.11398,0.22992,0,64.1701,36.9
noise,1-Hold,15600,-9.11398,0.22992,0,64.1701,36.9
noise,1-Hold,15800,-9.11398,0.22992,0,64.1701,36.9
noise,1-Hold,16000,9.11398,-0.22992,0,64.6299,36.9
noise,1-Hold,16200,9.11398,-0.22992,0,64.6299,36.9
noise,1-Hold,16400,9.11398,-0.22992,0,64.6299,36.9
noise,1-Hold,16600,9.11398,-0.22992,0,64.6299,36.9
noise,1-Hold,16800,9.11398,-0.22992,0,64.6299,36.9
noise,1-Hold,17000,-9.11398,0.22992,0,64.1701,36.9
noise,1-Hold,17200,-9.11398,0.22992,0,64.1701,36.9
noise,1-Hold,17400,9.11398,-0.22992,0,64.6299,36.9
noise,1-Hold,17600,-9.11398,0.22992,0,64.1701,36.9
noise,1-Hold,17800,9.11398,-0.22992,0,64.6299,36.9
noise,1-Hold,18000,9.11398,-0.22992,0,64.6299,36.9
noise,1-Hold,18200,9.11398,-0.22992,0,64.6299,36.9
noise,1-Hold,18400,9.11398,-0.22992,0,64.6299,36.9
noise,1-Hold,18600,-9.11398,0.22992,0,64.1701,36.9
noise,1-Hold,18800,9.11398,-0.22992,0,64.6299,36.9
noise,1-Hold,19000,-9.11398,0.22992,0,64.1701,36.9
noise,1-Hold,19200,9.11398,-0.22992,0,64.6299,36.9
noise,1-Hold,19400,9.11398,-0.22992,0,64.6299,36.9
noise,1-Hold,19600,9.11398,-0.22992,0,64.6299,36.9
noise,1-Hold,19800,9.11398,-0.22992,0,64.6299,36.9
noise,1-Hold,20000,13.078,-0.22992,0.1,64.6299,36.9
noise,1-Hold,20200,13.078,-0.22992,0.1,64.6299,36.9
noise,1-Hold,20400,-5.15001,0.22992,0.1,64.1701,36.9
noise,1-Hold,20600,-5.15001,0.22992,0.1,64.1701,36.9
noise,1-Hold,20800,-5.15001,0.22992,0.1,64.1701,36.9
noise,1-Hold,21000,-5.15001,0.22992,0.1,64.1701,36.9
noise,1-Hold,21200,-5.15001,0.22992,0.1,64.1701,36.9
noise,1-Hold,21400,-8.188,0.30656,0.1,64.0934,36.9
noise,1-Hold,21600,-8.188,0.30656,0.1,64.0934,36.9
noise,1-Hold,21800,-5.15001,0.22992,0.1,64.1701,36.9
noise,1-Hold,22000,-1.18603,0.22992,0.2,64.1701,36.9
noise,1-Hold,22200,-5.15001,0.22992,0.1,64.1701,36.9
noise,1-Hold,22400,-8.188,0.30656,0.1,64.0934,36.9
noise,1-Hold,22600,-1.18603,0.22992,0.2,64.1701,36.9
noise,1-Hold,22800,-5.15001,0.22992,0.1,64.1701,36.9
noise,1-Hold,23000,13.078,-0.22992,0.1,64.6299,36.9
noise,1-Hold,23200,13.078,-0.22992,0.1,64.6299,36.9
noise,1-Hold,23400,17.0419,-0.22992,0.2,64.6299,36.9
noise,1-Hold,23600,13.078,-0.22992,0.1,64.6299,36.9
noise,1-Hold,23800,-5.15001,0.22992,0.1,64.1701,36.9
noise,1-Hold,24000,13.078,-0.22992,0.1,64.6299,36.9
noise,1-Hold,24200,13.078,-0.22992,0.1,64.6299,36.9
noise,1-Hold,24400,-5.15001,0.22992,0.1,64.1701,36.9
noise,1-Hold,24600,13.078,-0.22992,0.1,64.6299,36.9
noise,1-Hold,24800,-5.15001,0.22992,0.1,64.1701,36.9
noise,1-Hold,25000,-8.188,0.30656,0.1,64.0934,36.9
noise,1-Hold,25200,-8.188,0.30656,0.1,64.0934,36.9
noise,1-Hold,25400,13.078,-0.22992,0.1,64.6299,36.9
noise,1-Hold,25600,-1.18603,0.22992,0.2,64.1701,36.9
noise,1-Hold,25800,17.0419,-0.22992,0.2,64.6299,36.9
noise,1-Hold,26000,17.0419,-0.22992,0.2,64.6299,36.9
noise,1-Hold,26200,-5.15001,0.22992,0.1,64.1701,36.9
noise,1-Hold,26400,13.078,-0.22992,0.1,64.6299,36.9
noise,1-Hold,26600,-4.22403,0.30656,0.2,64.0934,36.9
noise,1-Hold,26800,-5.15001,0.22992,0.1,64.1701,36.9
noise,1-Hold,27000,13.078,-0.22992,0.1,64.6299,36.9
noise,1-Hold,27200,13.078,-0.22992,0.1,64.6299,36.9
noise,1-Hold,27400,13.078,-0.22992,0.1,64.6299,36.9
noise,1-Hold,27600,-1.18603,0.22992,0.2,64.1701,36.9
noise,1-Hold,27800,-5.15001,0.22992,0.1,64.1701,36.9
noise,1-Hold,28000,13.078,-0.22992,0.1,64.6299,36.9
noise,1-Hold,28200,-5.15001,0.22992,0.1,64.1701,36.9
noise,1-Hold,28400,17.0419,-0.22992,0.2,64.6299,36.9
noise,1-Hold,28600,13.078,-0.22992,0.1,64.6299,36.9
noise,1-Hold,28800,-5.15001,0.22992,0.1,64.1701,36.9
noise,1-Hold,29000,-5.15001,0.22992,0.1,64.1701,36.9
noise,1-Hold,29200,-5.15001,0.22992,0.1,64.1701,36.9
noise,1-Hold,29400,-5.15001,0.22992,0.1,64.1701,36.9
noise,1-Hold,29600,-1.18603,0.22992,0.2,64.1701,36.9
noise,1-Hold,29800,-5.15001,0.22992,0.1,64.1701,36.9
noise,1-Hold,30000,-5.15001,0.22992,0.1,64.1701,36.9
noise,1-Hold,30200,-12.152,0.30656,0,64.0934,36.9
noise,1-Hold,30400,9.11398,-0.22992,0,64.6299,36.9
noise,1-Hold,30600,9.11398,-0.22992,0,64.6299,36.9
noise,1-Hold,30800,9.11398,-0.22992,0,64.6299,36.9
noise,1-Hold,31000,9.11398,-0.22992,0,64.6299,36.9
noise,1-Hold,31200,9.11398,-0.22992,0,64.6299,36.9
noise,1-Hold,31400,-9.11398,0.22992,0,64.1701,36.9
noise,1-Hold,31600,9.11398,-0.22992,0,64.6299,36.9
noise,1-Hold,31800,-9.11398,0.22992,0,64.1701,36.9
noise,1-Hold,32000,9.11398,-0.22992,0,64.6299,36.9
noise,1-Hold,32200,-9.11398,0.22992,0,64.1701,36.9
noise,1-Hold,32400,9.11398,-0.22992,0,64.6299,36.9
noise,1-Hold,32600,-9.11398,0.22992,0,64.1701,36.9
noise,1-Hold,32800,9.11398,-0.22992,0,64.6299,36.9
noise,1-Hold,33000,9.11398,-0.22992,0,64.6299,36.9
noise,1-Hold,33200,-9.11398,0.22992,0,64.1701,36.9
noise,1-Hold,33400,-9.11398,0.22992,0,64.1701,37
noise,1-Hold,33600,9.11398,-0.22992,0,64.6299,37
noise,1-Hold,33800,-12.152,0.30656,0,64.0934,37
noise,1-Hold,34000,9.11398,-0.22992,0,64.6299,37
noise,1-Hold,34200,-9.11398,0.22992,0,64.1701,37
noise,1-Hold,34400,9.11398,-0.22992,0,64.6299,37
noise,1-Hold,34600,-9.11398,0.22992,0,64.1701,37
noise,1-Hold,34800,-9.11398,0.22992,0,64.1701,37
noise,1-Hold,35000,9.11398,-0.22992,0,64.6299,37
noise,1-Hold,35200,9.11398,-0.22992,0,64.6299,37
noise,1-Hold,35400,12.152,-0.30656,0,64.7066,37
noise,1-Hold,35600,9.11398,-0.22992,0,64.6299,37
noise,1-Hold,35800,9.11398,-0.22992,0,64.6299,37
noise,1-Hold,36000,9.11398,-0.22992,0,64.6299,37
noise,1-Hold,36200,-9.11398,0.22992,0,64.1701,37
noise,1-Hold,36400,-9.11398,0.22992,0,64.1701,37
noise,1-Hold,36600,-9.11398,0.22992,0,64.1701,37
noise,1-Hold,36800,-9.11398,0.22992,0,64.1701,37
noise,1-Hold,37000,9.11398,-0.22992,0,64.6299,37
noise,1-Hold,37200,9.11398,-0.22992,0,64.6299,37
noise,1-Hold,37400,9.11398,-0.22992,0,64.6299,37
noise,1-Hold,37600,9.11398,-0.22992,0,64.6299,37
noise,1-Hold,37800,12.152,-0.30656,0,64.7066,37
noise,1-Hold,38000,-9.11398,0.22992,0,64.1701,37
noise,1-Hold,38200,9.11398,-0.22992,0,64.6299,37
noise,1-Hold,38400,9.11398,-0.22992,0,64.6299,37
noise,1-Hold,38600,9.11398,-0.22992,0,64.6299,37
noise,1-Hold,38800,13.078,-0.22992,0.1,64.6299,37
noise,1-Hold,39000,13.078,-0.22992,0.1,64.6299,37
noise,1-Hold,39200,-5.15001,0.22992,0.1,64.1701,37
noise,1-Hold,39400,16.116,-0.30656,0.1,64.7066,37
noise,1-Hold,39600,13.078,-0.22992,0.1,64.6299,37
noise,1-Hold,39800,-5.15001,0.22992,0.1,64.1701,37
noise,1-Hold,40000,-5.15001,0.22992,0.1,64.1701,37
noise,1-Hold,40200,13.078,-0.22992,0.1,64.6299,37
noise,1-Hold,40400,13.078,-0.22992,0.1,64.6299,37
noise,1-Hold,40600,13.078,-0.22992,0.1,64.6299,37
noise,1-Hold,40800,-5.15001,0.22992,0.1,64.1701,37
noise,1-Hold,41000,13.078,-0.22992,0.1,64.6299,37
noise,1-Hold,41200,13.078,-0.22992,0.1,64.6299,37
noise,1-Hold,41400,13.078,-0.22992,0.1,64.6299,37
noise,1-Hold,41600,13.078,-0.22992,0.1,64.6299,37
noise,1-Hold,41800,13.078,-0.22992,0.1,64.6299,37
noise,1-Hold,42000,13.078,-0.22992,0.1,64.6299,37
noise,1-Hold,42200,17.0419,-0.22992,0.2,64.6299,37
noise,1-Hold,42400,17.0419,-0.22992,0.2,64.6299,37
noise,1-Hold,42600,17.0419,-0.22992,0.2,64.6299,37
noise,1-Hold,42800,-1.18603,0.22992,0.2,64.1701,37
noise,1-Hold,43000,17.0419,-0.22992,0.2,64.6299,37
noise,1-Hold,43200,17.0419,-0.22992,0.2,64.6299,37
noise,1-Hold,43400,17.0419,-0.22992,0.2,64.6299,37
noise,1-Hold,43600,17.0419,-0.22992,0.2,64.6299,37
noise,1-Hold,43800,-1.18603,0.22992,0.2,64.1701,37
noise,1-Hold,44000,17.0419,-0.22992,0.2,64.6299,37
noise,1-Hold,44200,17.0419,-0.22992,0.2,64.6299,36.9
noise,1-Hold,44400,17.0419,-0.22992,0.2,64.6299,36.9
noise,1-Hold,44600,17.0419,-0.22992,0.2,64.6299,36.9
noise,1-Hold,44800,17.0419,-0.22992,0.2,64.6299,36.9
noise,1-Hold,45000,2.77794,0.22992,0.3,64.1701,36.9
noise,1-Hold,45200,21.0059,-0.22992,0.3,64.6299,36.9
noise,1-Hold,45400,21.0059,-0.22992,0.3,64.6299,36.9
noise,1-Hold,45600,21.0059,-0.22992,0.3,64.6299,36.9
noise,1-Hold,45800,21.0059,-0.22992,0.3,64.6299,36.9
noise,1-Hold,46000,21.0059,-0.22992,0.3,64.6299,36.9
noise,1-Hold,46200,21.0059,-0.22992,0.3,64.6299,36.9
noise,1-Hold,46400,21.0059,-0.22992,0.3,64.6299,36.9
noise,1-Hold,46600,21.0059,-0.22992,0.3,64.6299,36.9
noise,1-Hold,46800,21.0059,-0.22992,0.3,64.6299,36.9
noise,1-Hold,47000,21.0059,-0.22992,0.3,64.6299,36.9
noise,1-Hold,47200,2.77794,0.22992,0.3,64.1701,36.9
noise,1-Hold,47400,2.77794,0.22992,0.3,64.1701,36.9
noise,1-Hold,47600,21.0059,-0.22992,0.3,64.6299,36.9
noise,1-Hold,47800,2.77794,0.22992,0.3,64.1701,36.9
noise,1-Hold,48000,21.0059,-0.22992,0.3,64.6299,36.9
noise,1-Hold,48200,21.0059,-0.22992,0.3,64.6299,36.9
noise,1-Hold,48400,21.0059,-0.22992,0.3,64.6299,36.9
noise,1-Hold,48600,3.70392,0.30656,0.4,64.0934,36.9
noise,1-Hold,48800,6.74192,0.22992,0.4,64.1701,36.9
noise,1-Hold,49000,6.74192,0.22992,0.4,64.1701,36.9
noise,1-Hold,49200,6.74192,0.22992,0.4,64.1701,36.9
noise,1-Hold,49400,6.74192,0.22992,0.4,64.1701,36.9
noise,1-Hold,49600,24.9699,-0.22992,0.4,64.6299,36.9
noise,1-Hold,49800,6.74192,0.22992,0.4,64.1701,36.9
noise,1-Hold,50000,6.74192,0.22992,0.4,64.1701,36.9
noise,1-Hold,50200,6.74192,0.22992,0.4,64.1701,36.9
noise,1-Hold,50400,24.9699,-0.22992,0.4,64.6299,36.9
noise,1-Hold,50600,24.9699,-0.22992,0.4,64.6299,36.9
noise,1-Hold,50800,6.74192,0.22992,0.4,64.1701,36.9
noise,1-Hold,51000,24.9699,-0.22992,0.4,64.6299,36.9
noise,1-Hold,51200,24.9699,-0.22992,0.4,64.6299,36.9
noise,1-Hold,51400,6.74192,0.22992,0.4,64.1701,36.9
noise,1-Hold,51600,6.74192,0.22992,0.4,64.1701,36.9
noise,1-Hold,51800,3.70392,0.30656,0.4,64.0934,36.9
noise,1-Hold,52000,6.74192,0.22992,0.4,64.1701,36.9
noise,1-Hold,52200,24.9699,-0.22992,0.4,64.6299,36.9
noise,1-Hold,52400,6.74192,0.22992,0.4,64.1701,36.9
noise,1-Hold,52600,6.74192,0.22992,0.4,64.1701,36.9
noise,1-Hold,52800,6.74192,0.22992,0.4,64.1701,36.9
noise,1-Hold,53000,24.9699,-0.22992,0.4,64.6299,36.9
noise,1-Hold,53200,24.9699,-0.22992,0.4,64.6299,36.9
noise,1-Hold,53400,6.74192,0.22992,0.4,64.1701,36.9
noise,1-Hold,53600,24.9699,-0.22992,0.4,64.6299,36.9
noise,1-Hold,53800,6.74192,0.22992,0.4,64.1701,36.9
noise,1-Hold,54000,24.9699,-0.22992,0.4,64.6299,36.9
noise,1-Hold,54200,6.74192,0.22992,0.4,64.1701,36.9
noise,1-Hold,54400,6.74192,0.22992,0.4,64.1701,36.9
noise,1-Hold,54600,24.9699,-0.22992,0.4,64.6299,36.9
noise,1-Hold,54800,6.74192,0.22992,0.4,64.1701,36.9
noise,1-Hold,55000,24.9699,-0.22992,0.4,64.6299,36.9
noise,1-Hold,55200,6.74192,0.22992,0.4,64.1701,36.9
noise,1-Hold,55400,24.9699,-0.22992,0.4,64.6299,36.9
noise,1-Hold,55600,6.74192,0.22992,0.4,64.1701,36.9
noise,1-Hold,55800,24.9699,-0.22992,0.4,64.6299,36.9
noise,1-Hold,56000,24.9699,-0.22992,0.4,64.6299,36.9
noise,1-Hold,56200,21.9319,-0.15328,0.4,64.5533,36.9
noise,1-Hold,56400,24.9699,-0.22992,0.4,64.6299,36.9
noise,1-Hold,56600,24.9699,-0.22992,0.4,64.6299,36.9
noise,1-Hold,56800,6.74192,0.22992,0.4,64.1701,36.9
noise,1-Hold,57000,6.74192,0.22992,0.4,64.1701,36.9
noise,1-Hold,57200,24.9699,-0.22992,0.4,64.6299,36.9
noise,1-Hold,57400,3.70392,0.30656,0.4,64.0934,36.9
noise,1-Hold,57600,6.74192,0.22992,0.4,64.1701,36.9
noise,1-Hold,57800,24.9699,-0.22992,0.4,64.6299,36.9
noise,1-Hold,58000,3.70392,0.30656,0.4,64.0934,36.9
noise,1-Hold,58200,24.9699,-0.22992,0.4,64.6299,36.9
noise,1-Hold,58400,6.74192,0.22992,0.4,64.1701,36.9
noise,1-Hold,58600,6.74192,0.22992,0.4,64.1701,36.9
noise,1-Hold,58800,6.74192,0.22992,0.4,64.1701,36.9
noise,1-Hold,59000,6.74192,0.22992,0.4,64.1701,36.9
noise,1-Hold,59200,6.74192,0.22992,0.4,64.1701,36.9
noise,1-Hold,59400,6.74192,0.22992,0.4,64.1701,36.9
noise,1-Hold,59600,6.74192,0.22992,0.4,64.1701,36.9
noise,1-Hold,59800,-1.18603,0.22992,0.2,64.1701,36.9
noise,1-Hold,60000,-1.18603,0.22992,0.2,64.1701,36.9
noise,1-Hold,60200,-1.18603,0.22992,0.2,64.1701,36.9
noise,1-Hold,60400,-1.18603,0.22992,0.2,64.1701,36.9
noise,1-Hold,60600,17.0419,-0.22992,0.2,64.6299,36.9
noise,1-Hold,60800,-1.18603,0.22992,0.2,64.1701,36.9
noise,1-Hold,61000,-4.22403,0.30656,0.2,64.0934,36.9
noise,1-Hold,61200,-1.18603,0.22992,0.2,64.1701,36.9
noise,1-Hold,61400,17.0419,-0.22992,0.2,64.6299,36.9
noise,1-Hold,61600,-1.18603,0.22992,0.2,64.1701,36.9
noise,1-Hold,61800,17.0419,-0.22992,0.2,64.6299,36.9
noise,1-Hold,62000,-1.18603,0.22992,0.2,64.1701,36.9
noise,1-Hold,62200,-1.18603,0.22992,0.2,64.1701,36.9
noise,1-Hold,62400,17.0419,-0.22992,0.2,64.6299,36.9
noise,1-Hold,62600,-1.18603,0.22992,0.2,64.1701,36.9
noise,1-Hold,62800,17.0419,-0.22992,0.2,64.6299,36.9
noise,1-Hold,63000,17.0419,-0.22992,0.2,64.6299,36.9
noise,1-Hold,63200,-1.18603,0.22992,0.2,64.1701,36.9
noise,1-Hold,63400,-1.18603,0.22992,0.2,64.1701,36.9
noise,1-Hold,63600,17.0419,-0.22992,0.2,64.6299,36.9
noise,1-Hold,63800,17.0419,-0.22992,0.2,64.6299,36.9
noise,1-Hold,64000,-1.18603,0.22992,0.2,64.1701,36.9
noise,1-Hold,64200,17.0419,-0.22992,0.2,64.6299,36.9
noise,1-Hold,64400,17.0419,-0.22992,0.2,64.6299,36.9
noise,1-Hold,64600,-4.22403,0.30656,0.2,64.0934,36.9
noise,1-Hold,64800,-1.18603,0.22992,0.2,64.1701,36.9
noise,1-Hold,65000,17.0419,-0.22992,0.2,64.6299,36.9
noise,1-Hold,65200,17.0419,-0.22992,0.2,64.6299,36.9
noise,1-Hold,65400,-1.18603,0.22992,0.2,64.1701,36.9
noise,1-Hold,65600,-1.18603,0.22992,0.2,64.1701,36.9
noise,1-Hold,65800,-1.18603,0.22992,0.2,64.1701,36.9
noise,1-Hold,66000,-1.18603,0.22992,0.2,64.1701,36.9
noise,1-Hold,66200,-1.18603,0.22992,0.2,64.1701,36.9
noise,1-Hold,66400,-1.18603,0.22992,0.2,64.1701,36.9
noise,1-Hold,66600,-1.18603,0.22992,0.2,64.1701,36.9
noise,1-Hold,66800,-1.18603,0.22992,0.2,64.1701,36.9
noise,1-Hold,67000,17.0419,-0.22992,0.2,64.6299,36.9
noise,1-Hold,67200,17.0419,-0.22992,0.2,64.6299,36.9
noise,1-Hold,67400,-1.18603,0.22992,0.2,64.1701,36.9
noise,1-Hold,67600,17.0419,-0.22992,0.2,64.6299,36.9
noise,1-Hold,67800,-1.18603,0.22992,0.2,64.1701,36.9
noise,1-Hold,68000,20.0799,-0.30656,0.2,64.7066,36.9
noise,1-Hold,68200,-1.18603,0.22992,0.2,64.1701,36.9
noise,1-Hold,68400,17.0419,-0.22992,0.2,64.6299,36.9
noise,1-Hold,68600,-1.18603,0.22992,0.2,64.1701,36.9
noise,1-Hold,68800,-1.18603,0.22992,0.2,64.1701,36.9
noise,1-Hold,69000,17.0419,-0.22992,0.2,64.6299,36.9
noise,1-Hold,69200,17.0419,-0.22992,0.2,64.6299,36.9
noise,1-Hold,69400,-1.18603,0.22992,0.2,64.1701,36.9
noise,1-Hold,69600,-1.18603,0.22992,0.2,64.1701,36.9
noise,1-Hold,69800,17.0419,-0.22992,0.2,64.6299,36.9
noise,1-Hold,70000,-1.18603,0.22992,0.2,64.1701,36.9
noise,1-Hold,70200,17.0419,-0.22992,0.2,64.6299,36.9
noise,1-Hold,70400,-1.18603,0.22992,0.2,64.1701,36.9
noise,1-Hold,70600,-4.22403,0.30656,0.2,64.0934,36.9
noise,1-Hold,70800,9.11398,-0.22992,0,64.6299,36.9
noise,1-Hold,71000,-9.11398,0.22992,0,64.1701,36.9
noise,1-Hold,71200,9.11398,-0.22992,0,64.6299,36.9
noise,1-Hold,71400,9.11398,-0.22992,0,64.6299,36.9
noise,1-Hold,71600,-9.11398,0.22992,0,64.1701,36.9
noise,1-Hold,71800,9.11398,-0.22992,0,64.6299,37
noise,1-Hold,72000,9.11398,-0.22992,0,64.6299,37
noise,1-Hold,72200,9.11398,-0.22992,0,64.6299,37
noise,1-Hold,72400,12.152,-0.30656,0,64.7066,37
noise,1-Hold,72600,-9.11398,0.22992,0,64.1701,37
noise,1-Hold,72800,9.11398,-0.22992,0,64.6299,37
noise,1-Hold,73000,-9.11398,0.22992,0,64.1701,37
noise,1-Hold,73200,9.11398,-0.22992,0,64.6299,37
noise,1-Hold,73400,9.11398,-0.22992,0,64.6299,37
noise,1-Hold,73600,9.11398,-0.22992,0,64.6299,37
noise,1-Hold,73800,9.11398,-0.22992,0,64.6299,37
noise,1-Hold,74000,9.11398,-0.22992,0,64.6299,37
noise,1-Hold,74200,9.11398,-0.22992,0,64.6299,37
noise,1-Hold,74400,-5.15001,0.22992,0.1,64.1701,37
noise,1-Hold,74600,13.078,-0.22992,0.1,64.6299,37
noise,1-Hold,74800,13.078,-0.22992,0.1,64.6299,37
noise,1-Hold,75000,13.078,-0.22992,0.1,64.6299,37
noise,1-Hold,75200,13.078,-0.22992,0.1,64.6299,37
noise,1-Hold,75400,13.078,-0.22992,0.1,64.6299,37
noise,1-Hold,75600,13.078,-0.22992,0.1,64.6299,37
noise,1-Hold,75800,13.078,-0.22992,0.1,64.6299,37
noise,1-Hold,76000,13.078,-0.22992,0.1,64.6299,37
noise,1-Hold,76200,13.078,-0.22992,0.1,64.6299,37
noise,1-Hold,76400,13.078,-0.22992,0.1,64.6299,37
noise,1-Hold,76600,13.078,-0.22992,0.1,64.6299,37
noise,1-Hold,76800,17.0419,-0.22992,0.2,64.6299,37
noise,1-Hold,77000,20.0799,-0.30656,0.2,64.7066,37
noise,1-Hold,77200,17.0419,-0.22992,0.2,64.6299,37
noise,1-Hold,77400,17.0419,-0.22992,0.2,64.6299,37
noise,1-Hold,77600,17.0419,-0.22992,0.2,64.6299,37
noise,1-Hold,77800,17.0419,-0.22992,0.2,64.6299,37
noise,1-Hold,78000,17.0419,-0.22992,0.2,64.6299,37
noise,1-Hold,78200,20.0799,-0.30656,0.2,64.7066,36.9
noise,1-Hold,78400,17.0419,-0.22992,0.2,64.6299,36.9
noise,1-Hold,78600,21.0059,-0.22992,0.3,64.6299,36.9
noise,1-Hold,78800,21.0059,-0.22992,0.3,64.6299,36.9
noise,1-Hold,79000,21.0059,-0.22992,0.3,64.6299,36.9
noise,1-Hold,79200,21.0059,-0.22992,0.3,64.6299,36.9
noise,1-Hold,79400,2.77794,0.22992,0.3,64.1701,36.9
noise,1-Hold,79600,21.0059,-0.22992,0.3,64.6299,36.9
noise,1-Hold,79800,21.0059,-0.22992,0.3,64.6299,36.9
noise,1-Hold,80000,21.0059,-0.22992,0.3,64.6299,36.9
noise,1-Hold,80200,2.77794,0.22992,0.3,64.1701,36.9
noise,1-Hold,80400,21.0059,-0.22992,0.3,64.6299,36.9
